  <entry n=""> 
  	<note type="occurencesNT"></note>
  	<form><orth></orth></form>
 	<gramGrp><pos></pos></gramGrp>
 	<sense></sense>
 	<sense n="1">1. †</sense>
 	<ref osisRef=""></ref>
 	<foreign xml:lang="grc"></foreign>
 </entry>

Order	LX	Strong	OccurencesNT	Source
1087	γογγυστής	G1113	1	
1088	γόης	G1114	1	
1097	γραπτός	G1123	1	
1100	γραώδης	G1126	1	
1103	γυμνασία	G1129	1	
1104	γυμνιτεύω	G1130	1	
1107	γυναικάριον	G1133	1	
1108	γυναικεῖος	G1134	1	
1110	Γώγ	G1136	1	
1115	δαιμονιώδης	G1141	1	
1116	δαίμων	G1142	1	
1117	δάκνω	G1143	1	
1119	δακρύω	G1145	1	
1120	δακτύλιος	G1146	1	
1122	Δαλμανουθά	G1148	1	
1123	Δαλματία	G1149	1	
1125	δάμαλις	G1151	1	
1126	Δάμαρις	G1152	1	
1127	Δαμασκηνός	G1153	1	
1130	δάνειον	G1156	1	
1131	δανειστής	G1157	1	
1132	Δανιήλ	G1158	1	
1134	δαπάνη	G1160	1	
1138	δεῖγμα	G1164	1	
1141	δειλία	G1167	1	
1142	δειλιάω	G1168	1	
1144	δεῖνα	G1170	1	
1149	δεισιδαιμονία	G1175	1	
1161	δεξιολάβος	G1187	1	
1164	Δερβαῖος	G1190	1	
1166	δέρμα	G1192	1	
1171	δέσμη	G1197	1	
1180	δευτεραῖος	G1206	1	
1189	δημηγορέω	G1215	1	
1191	δημιουργός	G1217	1	
1196	δήπου	G1222	1	
1199	διαβάλλω	G1225	1	
1207	διάγνωσις	G1233	1	
1209	διαγρηγορέω	G1235	1	
1211	διαδέχομαι	G1237	1	
1214	διάδοχος	G1240	1	
1219	διακαθαρίζω	G1245	1	
1220	διακατελέγχομαι	G1246	1	
1228	διακωλύω	G1254	1	
1231	διαλείπω	G1257	1	
1233	διαλλάσσομαι	G1259	1	
1236	διαλύω	G1262	1	
1238	διαμάχομαι	G1264	1	
1241	διαμερισμός	G1267	1	
1242	διανέμω	G1268	1	
1243	διανεύω	G1269	1	
1244	διανόημα	G1270	1	
1247	διανυκτερεύω	G1273	1	
1248	διανύω	G1274	1	
1251	διαπλέω	G1277	1	
1255	διαπραγματεύομαι	G1281	1	
1260	διασείω	G1286	1	
1266	διάστημα	G1292	1	
1271	διάταγμα	G1297	1	
1272	διαταράσσω	G1298	1	
1274	διατελέω	G1300	1	
1279	διατροφή	G1305	1	
1280	διαυγάζω	G1306	1	
1283	διαφεύγω	G1309	1	
1288	διαφυλάσσω	G1314	1	
1290	διαχωρίζομαι	G1316	1	
1301	διέξοδος	G1327	1	
1302	διερμηνευτής	G1328	1	
1305	διερωτάω	G1331	1	
1306	διετής	G1332	1	
1309	διήγησις	G1335	1	
1311	διθάλασσος	G1337	1	
1312	διϊκνέομαι	G1338	1	
1315	δικαιοκρισία	G1341	1	
1325	δίλογος	G1351	1	
1328	Διονύσιος	G1354	1	
1330	διοπετής	G1356	1	
1331	διόρθωσις	G1357	1	
1333	Διόσκουροι	G1359	1	
1335	Διοτρέφης	G1361	1	
1337	διπλόω	G1363	1	
1341	δισχίλιοι	G1367	1	
1342	διϋλίζω	G1368	1	
1343	διχάζω	G1369	1	
1347	δίψος	G1373	1	
1350	διώκτης	G1376	1	
1353	δογματίζομαι	G1379	1	
1360	δόλιος	G1386	1	
1361	δολιόω	G1387	1	
1363	δολόω	G1389	1	
1369	δότης	G1395	1	
1370	δουλαγωγέω	G1396	1	
1379	δράσσομαι	G1405	1	
1383	Δρούσιλλα	G1409	1	
1394	δυσεντέριον	G1420	1	
1395	δυσερμήνευτος	G1421	1	
1396	δύσκολος	G1422	1	
1399	δυσνόητος	G1425	1	
1400	δυσφημία	G1426	1	
1402	δωδέκατος	G1428	1	
1403	δωδεκάφυλον	G1429	1	
1410	ἔα	G1436	1	
1415	ἑβδομηκοντάκις	G1441	1	
1417	Ἔβερ	G1443	1	
1424	ἔγγυος	G1450	1	
1426	ἐγγύτερον	G1452	1	
1428	ἔγερσις	G1454	1	
1429	ἐγκάθετος	G1455	1	
1430	ἐγκαίνια	G1456	1	
1434	ἐγκατοικέω	G1460	1	
1437	ἐγκομβόομαι	G1463	1	
1438	ἐγκοπή	G1464	1	
1442	ἐγκρατής	G1468	1	
1443	ἐγκρίνω	G1469	1	
1445	ἔγκυος	G1471	1	
1446	ἐγχρίω	G1472	1	
1448	ἐδαφίζω	G1474	1	
1449	ἔδαφος	G1475	1	
1451	ἑδραίωμα	G1477	1	
1453	ἐθελοθρησκία	G1479	1	
1454	ἐθίζω	G1480	1	
1455	ἐθνάρχης	G1481	1	
1467	εἰδωλεῖον	G1493	1	
1476	εἴκω	G1502	1	
1477	εἴκω	G1503	1	
1491	εἰρηνοποιέω	G1517	1	
1492	εἰρηνοποιός	G1518	1	
1497	εἰσδέχομαι	G1523	1	
1502	εἰσκαλέομαι	G1528	1	
1504	εἰσπηδάω	G1530	1	
1506	εἰστρέχω	G1532	1	
1513	ἑκάστοτε	G1539	1	
1515	ἑκατονταετής	G1541	1	
1520	ἐκβολή	G1546	1	
1523	ἔκγονον	G1549	1	
1524	ἐκδαπανάομαι	G1550	1	
1526	ἔκδηλος	G1552	1	
1533	ἐκδιώκω	G1559	1	
1534	ἔκδοτος	G1560	1	
1535	ἐκδοχή	G1561	1	
1543	ἔκθαμβος	G1569	1	
1544	ἔκθετος	G1570	1	
1553	ἐκκολυμβάω	G1579	1	
1554	ἐκκομίζω	G1580	1	
1556	ἐκκρέμαμαι	G1582	1	
1557	ἐκλαλέω	G1583	1	
1558	ἐκλάμπω	G1584	1	
1567	ἐκνεύω	G1593	1	
1568	ἐκνήφω	G1594	1	
1569	ἑκούσιος	G1595	1	
1574	ἐκπετάννυμι	G1600	1	
1577	ἐκπληρόω	G1603	1	
1578	ἐκπλήρωσις	G1604	1	
1582	ἐκπορνεύω	G1608	1	
1583	ἐκπτύω	G1609	1	
1586	ἐκστρέφομαι	G1612	1	
1587	ἐκταράσσω	G1613	1	
1590	ἐκτένεια	G1616	1	
1591	ἐκτενέστερον	G1617	1	
1600	ἔκτρωμα	G1626	1	
1603	ἐκφοβέω	G1629	1	
1607	ἐκχωρέω	G1633	1	
1613	Ἐλαμίτης	G1639	1	
1615	ἐλαττονέω	G1641	1	
1618	ἐλαφρία	G1644	1	
1623	ἔλεγξις	G1649	1	
1624	ἔλεγχος	G1650	1	
1634	ἔλευσις	G1660	1	
1635	ἐλεφάντινος	G1661	1	
1637	Ἐλιέζερ	G1663	1	
1640	Ἐλισαῖος	G1666	1	
1645	Ἑλλάς	G1671	1	
1647	Ἑλληνικός	G1673	1	
1655	Ἐλύμας	G1681	1	
1659	ἐμβάλλω	G1685	1	
1661	ἐμβατεύω	G1687	1	
1662	ἐμβιβάζω	G1688	1	
1667	ἐμμαίνομαι	G1693	1	
1668	Ἐμμανουήλ	G1694	1	
1669	Ἐμμαοῦς	G1695	1	
1675	ἐμπαιγμός	G1701	1	
1678	ἐμπεριπατέω	G1704	1	
1682	ἐμπλοκή	G1708	1	
1683	ἐμπνέω	G1709	1	
1685	ἐμπορία	G1711	1	
1686	ἐμπόριον	G1712	1	
1694	ἐμφυσάω	G1720	1	
1695	ἔμφυτος	G1721	1	
1698	ἐνάλιον	G1724	1	
1703	ἐνδεής	G1729	1	
1704	ἔνδειγμα	G1730	1	
1709	ἐνδέχεται	G1735	1	
1718	ἐνδύνω	G1744	1	
1719	ἔνδυσις	G1745	1	
1724	ἐνειλέω	G1750	1	
1725	ἔνειμι	G1751	1	
1744	ἐννεύω	G1770	1	
1760	ἐντόπιος	G1786	1	
1763	ἐντρέφομαι	G1789	1	
1766	ἐντρυφάω	G1792	1	
1769	ἐντυπόω	G1795	1	
1770	ἐνυβρίζω	G1796	1	
1772	ἐνύπνιον	G1798	1	
1774	Ἐνώς	G1800	1	
1775	ἐνωτίζομαι	G1801	1	
1782	ἐξαίρω	G1808	1	
1783	ἐξαιτέομαι	G1809	1	
1788	ἐξάλλομαι	G1814	1	
1789	ἐξανάστασις	G1815	1	
1793	ἐξάπινα	G1819	1	
1797	ἐξαστράπτω	G1823	1	
1802	ἐξέλκω	G1828	1	
1803	ἐξέραμα	G1829	1	
1804	ἐξεραυνάω	G1830	1	
1811	ἐξηχέομαι	G1837	1	
1812	ἕξις	G1838	1	
1814	ἐξισχύω	G1840	1	
1816	ἐξολεθρεύω	G1842	1	
1818	ἐξορκίζω	G1844	1	
1819	ἐξορκιστής	G1845	1	
1821	ἐξουδενέω	G1847	1	
1825	ἐξοχή	G1851	1	
1826	ἐξυπνίζω	G1852	1	
1827	ἔξυπνος	G1853	1	
1832	ἑορτάζω	G1858	1	
1838	ἐπαγωνίζομαι	G1864	1	
1840	Ἐπαίνετος	G1866	1	
1848	ἐπακροάομαι	G1874	1	
1850	ἐπάναγκες	G1876	1	
1852	ἐπαναμιμνῄσκω	G1878	1	
1856	ἐπανόρθωσις	G1882	1	
1860	ἔπαυλις	G1886	1	
1864	ἐπαφρίζω	G1890	1	
1869	ἐπειδήπερ	G1895	1	
1872	ἐπεισαγωγή	G1898	1	
1874	ἐπέκεινα	G1900	1	
1875	ἐπεκτείνομαι	G1901	1	
1877	ἐπενδύτης	G1903	1	
1880	ἐπερώτημα	G1906	1	
1892	ἐπιγαμβρεύω	G1918	1	
1894	ἐπιγίνομαι	G1920	1	
1902	ἐπιδιατάσσομαι	G1928	1	
1904	ἐπιδιορθόω	G1930	1	
1905	ἐπιδύω	G1931	1	
1909	ἐπιθανάτιος	G1935	1	
1912	ἐπιθυμητής	G1938	1	
1914	ἐπικαθίζω	G1940	1	
1916	ἐπικάλυμμα	G1942	1	
1917	ἐπικαλύπτω	G1943	1	
1920	Ἐπικούρειος	G1946	1	
1921	ἐπικουρία	G1947	1	
1922	ἐπικρίνω	G1948	1	
1926	ἐπιλείπω	G1952	1	
1927	ἐπιλησμονή	G1953	1	
1928	ἐπίλοιπος	G1954	1	
1929	ἐπίλυσις	G1955	1	
1931	ἐπιμαρτυρέω	G1957	1	
1932	ἐπιμέλεια	G1958	1	
1934	ἐπιμελῶς	G1960	1	
1936	ἐπινεύω	G1962	1	
1938	ἐπιορκέω	G1964	1	
1939	ἐπίορκος	G1965	1	
1943	ἐπιπλήσσω	G1969	1	
1947	ἐπιπόθητος	G1973	1	
1948	ἐπιποθία	G1974	1	
1949	ἐπιπορεύομαι	G1975	1	
1953	ἐπισιτισμός	G1979	1	
1955	ἐπισκηνόω	G1981	1	
1960	ἐπισπάομαι	G1986	1	
1964	ἐπιστήμων	G1990	1	
1967	ἐπιστομίζω	G1993	1	
1969	ἐπιστροφή	G1995	1	
1972	ἐπισυντρέχω	G1998	1	
1974	ἐπισφαλής	G2000	1	
1975	ἐπισχύω	G2001	1	
1976	ἐπισωρεύω	G2002	1	
1980	ἐπιτήδειος	G2006	1	
1983	ἐπιτιμία	G2009	1	
1985	ἐπιτροπή	G2011	1	
1990	ἐπιφανής	G2016	1	
1991	ἐπιφαύσκω	G2017	1	
1996	ἐπιχέω	G2022	1	
2001	ἐπικέλλω	G2027	1	
2002	ἐπονομάζομαι	G2028	1	
2004	ἐπόπτης	G2030	1	
2005	ἔπος	G2031	1	
2009	ἑπτακισχίλιοι	G2035	1	
2017	ἐρείδω	G2043	1	
2018	ἐρεύγομαι	G2044	1	
2029	ἐρίφιον	G2055	1	
2035	Ἑρμογένης	G2061	1	
2043	Ἑσλί	G2069	1	
2053	ἐσχάτως	G2079	1	
2058	ἑτερόγλωσσος	G2084	1	
2060	ἑτεροζυγέω	G2086	1	
2062	ἑτέρως	G2088	1	
2065	ἑτοιμασία	G2091	1	
2076	εὐαρέστως	G2102	1	
2077	Εὔβουλος	G2103	1	
2083	εὐεργετέω	G2109	1	
2084	εὐεργέτης	G2110	1	
2089	εὔθυμος	G2115	1	
2092	εὐθύτης	G2118	1	
2099	εὐλαβέομαι	G2125	1	
2104	εὐμετάδοτος	G2130	1	
2105	Εὐνίκη	G2131	1	
2106	εὐνοέω	G2132	1	
2107	εὔνοια	G2133	1	
2110	Εὐοδία	G2136	1	
2112	εὐπειθής	G2138	1	
2113	εὐπερίστατος	G2139	1	
2114	εὐποιΐα	G2140	1	
2115	εὐπορέομαι	G2141	1	
2116	εὐπορία	G2142	1	
2117	εὐπρέπεια	G2143	1	
2120	εὐπροσωπέω	G2146	1	
2122	εὐρακύλων	G2148	1	
2123	εὐρύχωρος	G2149	1	
2128	εὔσημος	G2154	1	
2131	εὐσχημοσύνη	G2157	1	
2134	εὐτραπελία	G2160	1	
2135	Εὔτυχος	G2161	1	
2136	εὐφημία	G2162	1	
2137	εὔφημος	G2163	1	
2138	εὐφορέω	G2164	1	
2144	εὐχάριστος	G2170	1	
2148	εὐψυχέω	G2174	1	
2151	ἐφάλλομαι	G2177	1	
2156	ἐφευρετής	G2182	1	
2158	ἐφήμερος	G2184	1	
2161	Ἐφραίμ	G2187	1	
2162	εφφαθα	G2188	1	
2170	Ζάρα	G2196	1	
2176	ζευκτηρία	G2202	1	
2182	Ζηλωτής	G2208	1	
2185	Ζηνᾶς	G2211	1	
2205	ἡγεμονία	G2231	1	
2216	Ἠλί	G2242	1	
2227	ἡμιθανής	G2253	1	
2230	ἡμιώριον	G2256	1	
2234	ἤπερ	G2260	1	
2235	ἤπιος	G2261	1	
2236	Ἤρ	G2262	1	
2237	ἤρεμος	G2263	1	
2241	Ἡρῳδίων	G2267	1	
2247	ἤτοι	G2273	1	
2252	ἠχέω	G2278	1	
2257	Θαμάρ	G2283	1	
2261	θανατηφόρος	G2287	1	
2265	Θάρα	G2291	1	
2268	θάρσος	G2294	1	
2271	θαυμάσιος	G2297	1	
2273	θεά	G2299	1	
2275	θεατρίζω	G2301	1	
2279	θειότης	G2305	1	
2280	θειώδης	G2306	1	
2282	θέλησις	G2308	1	
2286	θεοδίδακτος	G2312	1	
2288	θεομάχος	G2314	1	
2289	θεόπνευστος	G2315	1	
2291	θεοσέβεια	G2317	1	
2292	θεοσεβής	G2318	1	
2293	θεοστυγής	G2319	1	
2294	θεότης	G2320	1	
2298	θεράπων	G2324	1	
2303	θέρμη	G2329	1	
2307	Θευδᾶς	G2333	1	
2309	θεωρία	G2335	1	
2310	θήκη	G2336	1	
2314	θηρεύω	G2340	1	
2315	θηριομαχέω	G2341	1	
2326	θραύω	G2352	1	
2327	θρέμμα	G2353	1	
2331	θρησκός	G2357	1	
2335	θρόμβος	G2361	1	
2340	θύελλα	G2366	1	
2341	θύϊνος	G2367	1	
2343	θυμιατήριον	G2369	1	
2344	θυμιάω	G2370	1	
2345	θυμομαχέω	G2371	1	
2349	θυρεός	G2375	1	
2361	Ἰαμβρῆς	G2387	1	
2362	Ἰανναί	G2388	1	
2363	Ἰάννης	G2389	1	
2365	Ἰάρετ	G2391	1	
2375	Ἰδουμαία	G2401	1	
2376	ἱδρώς	G2402	1	
2377	Ἰεζάβελ	G2403	1	
2378	Ἱεράπολις	G2404	1	
2381	ἱερατεύω	G2407	1	
2386	ἱεροπρεπής	G2412	1	
2390	ἱεροσυλέω	G2416	1	
2391	ἱερόσυλος	G2417	1	
2392	ἱερουργέω	G2418	1	
2396	Ἰεφθάε	G2422	1	
2400	ἱκανότης	G2426	1	
2402	ἱκετηρία	G2428	1	
2403	ἰκμάς	G2429	1	
2405	ἱλαρός	G2431	1	
2406	ἱλαρότης	G2432	1	
2411	Ἰλλυρικόν	G2437	1	
2416	ὁμείρομαι	G2442	1	
2424	ἰουδαΐζω	G2450	1	
2430	Ἰουλία	G2456	1	
2432	Ἰουνιᾶς	G2458	1	
2435	ἱππικόν	G2461	1	
2439	ἰσάγγελος	G2465	1	
2440	Ἰσσαχάρ	G2466	1	
2446	ἰσότιμος	G2472	1	
2447	ἰσόψυχος	G2473	1	
2451	ἱστορέω	G2477	1	
2455	ἴσως	G2481	1	
2457	Ἰταλικός	G2483	1	
2458	Ἰτουραῖος	G2484	1	
2466	Ἰώβ	G2492	1	
2467	Ἰωήλ	G2493	1	
2468	Ἰωνάμ	G2494	1	
2477	ἰῶτα	G2503	1	
2482	καθαίρω	G2508	1	
2484	καθάπτω	G2510	1	
2488	καθαρότης	G2514	1	
2496	καθημερινός	G2522	1	
2501	καθόλου	G2527	1	
2502	καθοπλίζω	G2528	1	
2503	καθοράω	G2529	1	
2518	καίτοιγε	G2544	1	
2524	κακοήθεια	G2550	1	
2526	κακοπάθεια	G2552	1	
2535	κάκωσις	G2561	1	
2536	καλάμη	G2562	1	
2539	καλλιέλαιος	G2565	1	
2541	καλοδιδάσκαλος	G2567	1	
2543	καλοποιέω	G2569	1	
2556	Κανδάκη	G2582	1	
2559	καπηλεύω	G2585	1	
2565	Κάρπος	G2591	1	
2567	καρποφόρος	G2593	1	
2568	καρτερέω	G2594	1	
2573	καταβαρέω	G2599	1	
2574	κατάβασις	G2600	1	
2577	καταβραβεύω	G2603	1	
2578	καταγγελεύς	G2604	1	
2584	καταγωνίζομαι	G2610	1	
2585	καταδέω	G2611	1	
2586	κατάδηλος	G2612	1	
2588	καταδιώκω	G2614	1	
2600	κατακλύζω	G2626	1	
2604	κατακρημνίζω	G2630	1	
2611	κατάλαλος	G2637	1	
2613	καταλέγω	G2639	1	
2616	καταλιθάζω	G2642	1	
2619	κατάλοιπος	G2645	1	
2622	καταμανθάνω	G2648	1	
2624	καταμένω	G2650	1	
2627	καταθεματίζω	G2653	1	
2628	καταναλίσκω	G2654	1	
2630	κατανεύω	G2656	1	
2633	κατάνυξις	G2659	1	
2634	κατανύσσομαι	G2660	1	
2642	καταπλέω	G2668	1	
2648	καταριθμέω	G2674	1	
2650	κατάρτισις	G2676	1	
2651	καταρτισμός	G2677	1	
2657	κατασκιάζω	G2683	1	
2658	κατασκοπέω	G2684	1	
2659	κατάσκοπος	G2685	1	
2660	κατασοφίζομαι	G2686	1	
2662	κατάστημα	G2688	1	
2663	καταστολή	G2689	1	
2665	καταστρηνιάω	G2691	1	
2667	καταστρώννυμι	G2693	1	
2668	κατασύρω	G2694	1	
2669	κατασφάζω	G2695	1	
2670	κατασφραγίζω	G2696	1	
2673	κατατομή	G2699	1	
2675	κατατρέχω	G2701	1	
2678	καταφθείρω	G2704	1	
2681	καταφρονητής	G2707	1	
2683	καταχθόνιος	G2709	1	
2685	καταψύχω	G2711	1	
2686	κατείδωλος	G2712	1	
2694	κατεφίστημι	G2721	1	
2699	κατήφεια	G2726	1	
2701	κατιόομαι	G2728	1	
2704	κατοίκησις	G2731	1	
2706	κατοικία	G2733	1	
2707	κατοπτρίζομαι	G2734	1	
2710	κατώτερος	G2737	1	
2713	καῦσις	G2740	1	
2716	καυστηριάζω	G2743	1	
2721	Κεδρών	G2748	1	
2723	κειρία	G2750	1	
2725	κέλευσμα	G2752	1	
2727	κενοδοξία	G2754	1	
2728	κενόδοξος	G2755	1	
2737	κεραμικός	G2764	1	
2739	κέραμος	G2766	1	
2742	κεράτιον	G2769	1	
2745	κέρμα	G2772	1	
2746	κερματιστής	G2773	1	
2748	κεφαλιόω	G2775	1	
2750	κεφαλίς	G2777	1	
2753	κηπουρός	G2780	1	
2758	κῆτος	G2785	1	
2765	κιννάμωμον	G2792	1	
2776	Κλαυδία	G2803	1	
2782	κλέμμα	G2809	1	
2783	Κλεοπᾶς	G2810	1	
2784	κλέος	G2811	1	
2788	Κλήμης	G2815	1	
2793	κληρόω	G2820	1	
2801	κλισία	G2828	1	
2804	κλυδωνίζομαι	G2831	1	
2805	Κλωπᾶς	G2832	1	
2806	κνήθομαι	G2833	1	
2807	Κνίδος	G2834	1	
2811	κοίμησις	G2838	1	
2816	κοινωνικός	G2843	1	
2819	κοιτών	G2846	1	
2823	κολακεία	G2850	1	
2827	κολλούριον	G2854	1	
2830	Κολοσσαί	G2857	1	
2833	κολυμβάω	G2860	1	
2835	κολωνία	G2862	1	
2839	κομψότερον	G2866	1	
2843	κοπετός	G2870	1	
2844	κοπή	G2871	1	
2847	κοπρία	G2874	1	
2849	κόραξ	G2876	1	
2851	Κορβᾶν	G2878	1	
2852	Κόρε	G2879	1	
2857	κόρος	G2884	1	
2861	κοσμοκράτωρ	G2888	1	
2863	Κούαρτος	G2890	1	
2864	κουμ	G2891	1	
2866	κουφίζω	G2893	1	
2870	κραιπάλη	G2897	1	
2873	κραταιός	G2900	1	
2886	Κρήσκης	G2913	1	
2888	κριθή	G2915	1	
2897	κριτικός	G2924	1	
2899	κρύπτη	G2926	1	
2902	κρυσταλλίζω	G2929	1	
2904	κρυφῇ	G2931	1	
2908	κτήτωρ	G2935	1	
2912	κτίστης	G2939	1	
2913	κυβεία	G2940	1	
2914	κυβέρνησις	G2941	1	
2919	κυλισμός	G2946	1	
2920	κυλίομαι	G2947	1	
2923	κύμβαλον	G2950	1	
2924	κύμινον	G2951	1	
2930	Κυρήνη	G2957	1	
2931	Κυρήνιος	G2958	1	
2939	κῶλον	G2966	1	
2942	κωμόπολις	G2969	1	
2944	κώνωψ	G2971	1	
2946	Κωσάμ	G2973	1	
2952	λακτίζω	G2979	1	
2957	Λάμεχ	G2984	1	
2960	λαμπρότης	G2987	1	
2964	λαξευτός	G2991	1	
2967	Λαοδικεύς	G2994	1	
2968	λάρυγξ	G2995	1	
2969	Λασαία	G2996	1	
2978	λεῖμμα	G3005	1	
2979	λεῖος	G3006	1	
2983	λειτουργικός	G3010	1	
2986	λεπίς	G3013	1	
2991	Λευίς	G3018	1	
2993	Λευιτικός	G3020	1	
2997	λήθη	G3024	1	
2999	λῆρος	G3026	1	
3001	λῆμψις	G3028	1	
3005	Λιβερτῖνος	G3032	1	
3006	Λιβύη	G3033	1	
3011	λιθόστρωτος	G3038	1	
3017	Λίνος	G3044	1	
3018	λιπαρός	G3045	1	
3020	λίψ	G3047	1	
3025	λόγιος	G3052	1	
3027	λογομαχέω	G3054	1	
3028	λογομαχία	G3055	1	
3030	λόγχη	G3057	1	
3044	Λυκαονία	G3071	1	
3045	Λυκαονιστί	G3072	1	
3046	Λυκία	G3073	1	
3048	λυμαίνομαι	G3075	1	
3051	Λυσανίας	G3078	1	
3053	λύσις	G3080	1	
3054	λυσιτελεῖ	G3081	1	
3059	λυτρωτής	G3086	1	
3063	Λωΐς	G3090	1	
3065	Μάαθ	G3092	1	
3068	μαγεία	G3095	1	
3069	μαγεύω	G3096	1	
3071	Μαγώγ	G3098	1	
3072	Μαδιάμ	G3099	1	
3075	μαθήτρια	G3102	1	
3076	Μαθουσαλά	G3103	1	
3084	μάκελλον	G3111	1	
3089	μακροθύμως	G3116	1	
3091	μακροχρόνιος	G3118	1	
3094	Μαλελεήλ	G3121	1	
3097	Μάλχος	G3124	1	
3098	μάμμη	G3125	1	
3100	Μαναήν	G3127	1	
3103	μανία	G3130	1	
3105	μαντεύομαι	G3132	1	
3106	μαραίνομαι	G3133	1	
3107	μαράνα θά	G3134	1	
3112	μάρμαρος	G3139	1	
3118	μασάομαι	G3145	1	
3120	μαστίζω	G3147	1	
3123	ματαιολογία	G3150	1	
3124	ματαιολόγος	G3151	1	
3127	ματαιόομαι	G3154	1	
3133	Ματταθά	G3160	1	
3140	μεγαλεῖος	G3167	1	
3142	μεγαλοπρεπής	G3169	1	
3144	μεγάλως	G3171	1	
3147	μέγεθος	G3174	1	
3149	μέγιστος	G3176	1	
3159	μειζότερος	G3186	1	
3160	μείζων	G3187	1	
3163	Μελεά	G3190	1	
3167	Μελίτη	G3194	1	
3173	μεμβράνα	G3200	1	
3175	μεμψίμοιρος	G3202	1	
3185	μεριστής	G3312	1	
3188	μεσιτεύω	G3315	1	
3193	μεσότοιχον	G3320	1	
3195	μεσόω	G3322	1	
3198	μεστόω	G3325	1	
3201	μεταβάλλομαι	G3328	1	
3207	μετακινέω	G3334	1	
3209	μετάλημψις	G3336	1	
3220	μετέπειτα	G3347	1	
3222	μετεωρίζομαι	G3349	1	
3225	μετοχή	G3352	1	
3228	μετρητής	G3355	1	
3229	μετριοπαθέω	G3356	1	
3230	μετρίως	G3357	1	
3241	μηδέποτε	G3368	1	
3242	μηδέπω	G3369	1	
3243	Μῆδος	G3370	1	
3246	μηκύνομαι	G3373	1	
3247	μηλωτή	G3374	1	
3249	Λιμήν	G3376	1	
3255	μηρός	G3382	1	
3259	μήτιγε	G3386	1	
3262	μητρολῴας	G3389	1	
3266	μίασμα	G3393	1	
3267	μιασμός	G3394	1	
3268	μίγμα	G3395	1	
3273	μίλιον	G3400	1	
3279	μισθαποδότης	G3406	1	
3283	μίσθωμα	G3410	1	
3285	Μιτυλήνη	G3412	1	
3289	Μνάσων	G3416	1	
3293	μνήμη	G3420	1	
3297	μογιλάλος	G3424	1	
3298	μόγις	G3425	1	
3307	Μολόχ	G3434	1	
3309	μολυσμός	G3436	1	
3310	μομφή	G3437	1	
3316	μονόομαι	G3443	1	
3318	μορφόω	G3445	1	
3320	μοσχοποιέω	G3447	1	
3324	μουσικός	G3451	1	
3325	μυελός	G3452	1	
3328	μυκάομαι	G3455	1	
3329	μυκτηρίζω	G3456	1	
3330	μυλικός	G3457	1	
3331	μύλινος	G3458	1	
3333	Μύρα	G3460	1	
3335	μυρίζω	G3462	1	
3340	μυωπάζω	G3467	1	
3341	μώλωψ	G3468	1	
3343	μῶμος	G3470	1	
3346	μωρολογία	G3473	1	
3350	Ναγγαί	G3477	1	
3354	Ναθάμ	G3481	1	
3357	Ναΐν	G3484	1	
3359	Ναούμ	G3486	1	
3361	Νάρκισσος	G3488	1	
3363	ναύκληρος	G3490	1	
3366	Ναχώρ	G3493	1	
3375	νοσσός	G3502	1	
3377	νεόφυτος	G3504	1	
3382	νέφος	G3509	1	
3383	νεφρός	G3510	1	
3384	νεωκόρος	G3511	1	
3385	νεωτερικός	G3512	1	
3386	νή	G3513	1	
3388	νηπιάζω	G3515	1	
3390	Νηρεύς	G3517	1	
3391	Νηρί	G3518	1	
3392	νησίον	G3519	1	
3399	Νίγερ	G3526	1	
3400	Νικάνωρ	G3527	1	
3402	νίκη	G3529	1	
3405	Νικόλαος	G3532	1	
3406	Νικόπολις	G3533	1	
3410	νιπτήρ	G3537	1	
3414	νόθος	G3541	1	
3419	νόμισμα	G3546	1	
3421	νομοθεσία	G3548	1	
3423	νομοθέτης	G3550	1	
3425	νοσέω	G3552	1	
3428	νοσσιά	G3555	1	
3429	νοσσίον	G3556	1	
3435	νουνεχῶς	G3562	1	
3437	Νύμφας	G3564	1	
3445	νύσσω	G3572	1	
3447	νυχθήμερον	G3574	1	
3453	ξενοδοχέω	G3580	1	
3455	ξέστης	G3582	1	
3464	ὄγκος	G3591	1	
3466	ὁδεύω	G3593	1	
3469	ὁδοιπορέω	G3596	1	
3478	ὄζω	G3605	1	
3485	οἴκημα	G3612	1	
3489	οἰκοδεσποτέω	G3616	1	
3493	οἰκοδόμος	G3620	1	
3494	οἰκονομέω	G3621	1	
3499	οἰκουργός	G3626	1	
3505	οἰνοφλυγία	G3632	1	
3508	ὀκνέω	G3635	1	
3510	ὀκταήμερος	G3637	1	
3515	ὀλιγόψυχος	G3642	1	
3516	ὀλιγωρέω	G3643	1	
3517	ὀλοθρευτής	G3644	1	
3518	ὀλοθρεύω	G3645	1	
3520	ὁλοκληρία	G3647	1	
3522	ὀλολύζω	G3649	1	
3524	ὁλοτελής	G3651	1	
3525	Ὀλυμπᾶς	G3652	1	
3526	ὄλυνθος	G3653	1	
3528	ὄμβρος	G3655	1	
3530	ὁμιλία	G3657	1	
3542	ὁμοίωσις	G3669	1	
3545	ὁμολογουμένως	G3672	1	
3546	ὁμότεχνος	G3673	1	
3548	ὁμόφρων	G3675	1	
3551	ὀνάριον	G3678	1	
3554	ὄνειδος	G3681	1	
3558	ὀνίνημι	G3685	1	
3568	ὁπλίζομαι	G3695	1	
